utterance_id,semantic_scenario_id,semantic_family_id,family_id,paraphrase_group_id,taxonomy_version,taxonomy_label,semantic_operation,query,language,script,code_switch_level,noise_level,slots_json,canonical_entities_json,answerability_status,generation_method,template_id
PILOT_T3_TR_000033,,SFAM_OUT_OF_SCOPE_003,FAM_OUT_OF_SCOPE_003,PARA_OUT_OF_SCOPE_2_1,T3_FINE_V1,out_of_scope,REJECT_OUT_OF_SCOPE,Please tell: गिंडी के निकटतम सबसे अच्छे रेस्टोरेंट और भोजनालय की सूची दें। (बाहर F3) #2,hi,Deva,CS0,N0,"{""station"": ""गिंडी""}","{""station_id"": ""METRO_GUINDY""}",OUT_OF_SCOPE,template_instantiation,TMPL_OUT_OF_SCOPE_HI_DEVA_2
PILOT_T3_TR_000034,,SFAM_INTERCHANGE_TRANSFER_008,FAM_INTERCHANGE_TRANSFER_008,PARA_INTERCHANGE_TRANSFER_7_1,T3_FINE_V1,interchange_transfer,GET_INTERCHANGE_DETAILS,हाई कोर्ट इंटरचेंज पर दूसरी लाइन में ट्रांसफर करने का मार्ग क्या है? (बदलाव F8),hi,Deva,CS0,N0,"{""station"": ""हाई कोर्ट"", ""facility_type"": ""इंटरचेंज""}","{""station_id"": ""METRO_HIGHCOURT""}",ANSWERABLE_AFTER_MANUAL_VERIFICATION,template_instantiation,TMPL_INTERCHANGE_TRANSFER_HI_DEVA_7
PILOT_T3_TR_000035,,SFAM_OUT_OF_SCOPE_014,FAM_OUT_OF_SCOPE_014,PARA_OUT_OF_SCOPE_13_1,T3_FINE_V1,out_of_scope,REJECT_OUT_OF_SCOPE,Quick check: वॉशरमैनपेट के निकटतम सबसे अच्छे रेस्टोरेंट और भोजनालय की सूची दें। (बाहर F14) #4,hi,Deva,CS0,N0,"{""station"": ""वॉशरमैनपेट""}","{""station_id"": ""METRO_WASHERMENPET""}",OUT_OF_SCOPE,template_instantiation,TMPL_OUT_OF_SCOPE_HI_DEVA_13
PILOT_T3_TR_000036,,SFAM_FARE_CALCULATION_013,FAM_FARE_CALCULATION_013,PARA_FARE_CALCULATION_12_1,T3_FINE_V1,fare_calculation,CALCULATE_FARE,Quick check: विमको नगर से पचैयप्पा कॉलेज तक का मेट्रो का टोकन किराया कितना रुपया है? (किराया F13) #4,hi,Deva,CS0,N0,"{""origin"": ""विमको नगर"", ""destination"": ""पचैयप्पा कॉलेज"", ""fare_type"": ""टोकन"", ""transport_mode"": ""मेट्रो""}","{""origin_id"": ""METRO_WIMCO_NAGAR"", ""destination_id"": ""METRO_PACHAIYAPPA_S_COLLEGE""}",ANSWERABLE_NOW,template_instantiation,TMPL_FARE_CALCULATION_HI_DEVA_12
PILOT_T3_TR_000037,,SFAM_TICKETING_AND_PASSES_005,FAM_TICKETING_AND_PASSES_005,PARA_TICKETING_AND_PASSES_4_3,T3_FINE_V1,ticketing_and_passes,GET_TICKETING_POLICY,Could you specify How can regular passengers apply for and renew Student Concession Card (F5)?? #3,hi-en,Latn,CS3,N1,"{""ticket_type"": ""student_pass"", ""transport_mode"": ""transit""}",{},ANSWERABLE_NOW,template_instantiation,TMPL_TICKETING_AND_PASSES_HINGLISH_LATN_4
PILOT_T3_TR_000038,,SFAM_SCHEDULED_DEPARTURE_002,FAM_SCHEDULED_DEPARTURE_002,PARA_SCHEDULED_DEPARTURE_1_2,T3_FINE_V1,scheduled_departure,GET_SCHEDULED_DEPARTURES,Please tell: chennai central se sham 7 baje departure timing schedule bataye. [timetable F2] #2,hi,Latn,CS0,N0,"{""origin"": ""chennai central"", ""time"": ""sham 7 baje"", ""resolved_time"": ""19:00:00""}","{""origin_id"": ""METRO_PURATCHI_THALAIVAR_DR__M_G_RAMACHANDRAN_CENTRAL""}",ANSWERABLE_NOW,template_instantiation,TMPL_SCHEDULED_DEPARTURE_HI_LATN_1
PILOT_T3_TR_000039,,SFAM_ROUTE_STOP_SEQUENCE_001,FAM_ROUTE_STOP_SEQUENCE_001,PARA_ROUTE_STOP_SEQUENCE_0_4,T3_FINE_V1,route_stop_sequence,LIST_ROUTE_STOPS,Route 21G bus के सभी stops ka sequence display karein data F1,hi-en,Deva+Latn,CS4,N0,"{""route_number"": ""21G"", ""transport_mode"": ""bus""}","{""route_id"": ""GTFS_ROUTE_8458""}",ANSWERABLE_WITH_PROVISIONAL_DATA,template_instantiation,TMPL_ROUTE_STOP_SEQUENCE_MIXED_SCRIPT_CS_0
PILOT_T3_TR_000040,,SFAM_FIRST_AND_LAST_SERVICE_009,FAM_FIRST_AND_LAST_SERVICE_009,PARA_FIRST_AND_LAST_SERVICE_8_4,T3_FINE_V1,first_and_last_service,GET_FIRST_LAST_SERVICE,Please tell: Thirumangalam से Saidapet ki last service aur first train timing information F9 #2,hi-en,Deva+Latn,CS4,N0,"{""origin"": ""Thirumangalam"", ""destination"": ""Saidapet"", ""timing_type"": ""first_last"", ""transport_mode"": ""train""}","{""origin_id"": ""METRO_THIRUMANGALAM"", ""destination_id"": ""METRO_SAIDAPET""}",ANSWERABLE_NOW,template_instantiation,TMPL_FIRST_AND_LAST_SERVICE_MIXED_SCRIPT_CS_8
PILOT_T3_TR_000041,,SFAM_NEAREST_TRANSPORT_012,FAM_NEAREST_TRANSPORT_012,PARA_NEAREST_TRANSPORT_11_3,T3_FINE_V1,nearest_transport,FIND_NEAREST_STATION,Find closest public transport access point near IIT Madras (F12),hi-en,Latn,CS3,N2,"{""landmark"": ""IIT Madras"", ""transport_mode"": ""public transport""}","{""place_id"": ""OSM_POI_11013406019""}",ANSWERABLE_NOW,template_instantiation,TMPL_NEAREST_TRANSPORT_HINGLISH_LATN_11
PILOT_T3_TR_000042,,SFAM_MULTIMODAL_ROUTE_007,FAM_MULTIMODAL_ROUTE_007,PARA_MULTIMODAL_ROUTE_6_0,T3_FINE_V1,multimodal_route,PLAN_MULTIMODAL_ROUTE,Could you specify What is the combined bus and metro route from Thiruvanmiyur to Washermenpet? [plan F7]? #3,en,Latn,CS0,N0,"{""origin"": ""Thiruvanmiyur"", ""destination"": ""Washermenpet"", ""transport_mode"": ""multimodal""}","{""origin_id"": ""BUS_3247310920"", ""destination_id"": ""METRO_WASHERMENPET""}",ANSWERABLE_WITH_PROVISIONAL_DATA,template_instantiation,TMPL_MULTIMODAL_ROUTE_EN_6
PILOT_T3_TR_000043,,SFAM_MULTIMODAL_ROUTE_019,FAM_MULTIMODAL_ROUTE_019,PARA_MULTIMODAL_ROUTE_18_0,T3_FINE_V1,multimodal_route,PLAN_MULTIMODAL_ROUTE,Please tell: What is the combined bus and metro route from Adyar to Koyambedu? [plan F19] #2,en,Latn,CS0,N0,"{""origin"": ""Adyar"", ""destination"": ""Koyambedu"", ""transport_mode"": ""multimodal""}","{""origin_id"": ""BUS_2587520213"", ""destination_id"": ""METRO_KOYAMBEDU""}",ANSWERABLE_WITH_PROVISIONAL_DATA,template_instantiation,TMPL_MULTIMODAL_ROUTE_EN_18
