utterance_id,semantic_scenario_id,contrast_group_id,semantic_family_id,family_id,paraphrase_group_id,query,clean_query,language_class,language,script,code_switch_level,noise_level,noise_type,semantic_operation,semantic_subtype,T2_label,T3_label,slots_json,canonical_entities_json,answerability_status,ambiguity_type,clarification_required,acceptable_secondary_labels,generation_method,author_source,human_reviewed,review_status,factual_grounding_status,topology_source,topology_status
GB1_00279,HB_STATION_FACILITIES_61245,CG_FACIL_A11Y_EXT_001,facil_ext,facil_ext_en,PG_facil_ext_en,koyambedu metro station car parking available,Koyambedu metro station car parking available?,EN,en,Latn,CS0,N1,casing_and_punctuation_normalization,GET_STATION_FACILITY,facilities,station_facilities,station_facilities,"{""origin"": ""METRO_KOYAMBEDU""}","[{""surface"": ""Koyambedu"", ""entity_type"": ""transport_stop"", ""canonical_id"": ""METRO_KOYAMBEDU"", ""canonical_name"": ""Koyambedu"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,CURATED_MINIMAL_PAIR,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_00280,HB_STATION_ACCESSIBILITY_91694,CG_FACIL_A11Y_EXT_001,a11y_ext,a11y_ext_hinglish_latn,PG_a11y_ext_hinglish_latn,kymbd stn whlchr rmp aur tctl pth avl,Koyambedu station wheelchair ramp aur tactile path available?,HINGLISH_LATN,hi,Latn,CS3,N5,commuter_sms_chat_shorthand,GET_ACCESSIBILITY_INFO,accessibility,accessibility,station_accessibility,"{""origin"": ""METRO_KOYAMBEDU""}","[{""surface"": ""Koyambedu"", ""entity_type"": ""transport_stop"", ""canonical_id"": ""METRO_KOYAMBEDU"", ""canonical_name"": ""Koyambedu"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,CURATED_MINIMAL_PAIR,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_00283,HB_STATION_FACILITIES_57465,CG_FACIL_A11Y_EXT_003,facil_ext,facil_ext_en,PG_facil_ext_en,Shenoy Nagar mtro station car parking available,Shenoy Nagar metro station car parking available?,EN,en,Latn,CS0,N2,phonetic_transliteration_misspelling,GET_STATION_FACILITY,facilities,station_facilities,station_facilities,"{""origin"": ""METRO_SHENOY_NAGAR""}","[{""surface"": ""Shenoy Nagar"", ""entity_type"": ""transport_stop"", ""canonical_id"": ""METRO_SHENOY_NAGAR"", ""canonical_name"": ""Shenoy Nagar"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,CURATED_MINIMAL_PAIR,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_00284,HB_STATION_ACCESSIBILITY_45650,CG_FACIL_A11Y_EXT_003,a11y_ext,a11y_ext_hinglish_latn,PG_a11y_ext_hinglish_latn,shenoy nagar station wheelchair ramp aur tactile path available,Shenoy Nagar station wheelchair ramp aur tactile path available?,HINGLISH_LATN,hi,Latn,CS3,N1,casing_and_punctuation_normalization,GET_ACCESSIBILITY_INFO,accessibility,accessibility,station_accessibility,"{""origin"": ""METRO_SHENOY_NAGAR""}","[{""surface"": ""Shenoy Nagar"", ""entity_type"": ""transport_stop"", ""canonical_id"": ""METRO_SHENOY_NAGAR"", ""canonical_name"": ""Shenoy Nagar"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,CURATED_MINIMAL_PAIR,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_00285,HB_STATION_FACILITIES_59900,CG_FACIL_A11Y_EXT_004,facil_ext,facil_ext_en,PG_facil_ext_en,Airport metro station car parking available?,Airport metro station car parking available?,EN,en,Latn,CS0,N0,clean,GET_STATION_FACILITY,facilities,station_facilities,station_facilities,"{""origin"": ""HUB_CHENNAI_INTERNATIONAL_AIRPORT""}","[{""surface"": ""Airport"", ""entity_type"": ""transport_hub"", ""canonical_id"": ""HUB_CHENNAI_INTERNATIONAL_AIRPORT"", ""canonical_name"": ""Chennai International Airport"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,CURATED_MINIMAL_PAIR,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_00286,HB_STATION_ACCESSIBILITY_44505,CG_FACIL_A11Y_EXT_004,a11y_ext,a11y_ext_hinglish_latn,PG_a11y_ext_hinglish_latn,Airport station wheelchair ramp aur tactile path available?,Airport station wheelchair ramp aur tactile path available?,HINGLISH_LATN,hi,Latn,CS3,N0,clean,GET_ACCESSIBILITY_INFO,accessibility,accessibility,station_accessibility,"{""origin"": ""HUB_CHENNAI_INTERNATIONAL_AIRPORT""}","[{""surface"": ""Airport"", ""entity_type"": ""transport_hub"", ""canonical_id"": ""HUB_CHENNAI_INTERNATIONAL_AIRPORT"", ""canonical_name"": ""Chennai International Airport"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,CURATED_MINIMAL_PAIR,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_00287,HB_STATION_FACILITIES_03420,CG_FACIL_A11Y_EXT_005,facil_ext,facil_ext_en,PG_facil_ext_en,St. Thomas Mount metro station car parking available?,St. Thomas Mount metro station car parking available?,EN,en,Latn,CS0,N0,clean,GET_STATION_FACILITY,facilities,station_facilities,station_facilities,"{""origin"": ""HUB_ST__THOMAS_MOUNT""}","[{""surface"": ""St. Thomas Mount"", ""entity_type"": ""transport_hub"", ""canonical_id"": ""HUB_ST__THOMAS_MOUNT"", ""canonical_name"": ""St. Thomas Mount"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,CURATED_MINIMAL_PAIR,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_00288,HB_STATION_ACCESSIBILITY_94108,CG_FACIL_A11Y_EXT_005,a11y_ext,a11y_ext_hinglish_latn,PG_a11y_ext_hinglish_latn,St. Thomas Mount station wheelchair ramp aur tactile path available?,St. Thomas Mount station wheelchair ramp aur tactile path available?,HINGLISH_LATN,hi,Latn,CS3,N0,clean,GET_ACCESSIBILITY_INFO,accessibility,accessibility,station_accessibility,"{""origin"": ""HUB_ST__THOMAS_MOUNT""}","[{""surface"": ""St. Thomas Mount"", ""entity_type"": ""transport_hub"", ""canonical_id"": ""HUB_ST__THOMAS_MOUNT"", ""canonical_name"": ""St. Thomas Mount"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,CURATED_MINIMAL_PAIR,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_00289,HB_STATION_FACILITIES_37503,CG_FACIL_A11Y_EXT_006,facil_ext,facil_ext_en,PG_facil_ext_en,Saidapet metro station car parking available?,Saidapet metro station car parking available?,EN,en,Latn,CS0,N0,clean,GET_STATION_FACILITY,facilities,station_facilities,station_facilities,"{""origin"": ""HUB_SAIDAPET""}","[{""surface"": ""Saidapet"", ""entity_type"": ""transport_hub"", ""canonical_id"": ""HUB_SAIDAPET"", ""canonical_name"": ""Saidapet"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,CURATED_MINIMAL_PAIR,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_00290,HB_STATION_ACCESSIBILITY_54721,CG_FACIL_A11Y_EXT_006,a11y_ext,a11y_ext_hinglish_latn,PG_a11y_ext_hinglish_latn,Saidapet station wheelchair ramp aur tactile path available?,Saidapet station wheelchair ramp aur tactile path available?,HINGLISH_LATN,hi,Latn,CS3,N0,clean,GET_ACCESSIBILITY_INFO,accessibility,accessibility,station_accessibility,"{""origin"": ""HUB_SAIDAPET""}","[{""surface"": ""Saidapet"", ""entity_type"": ""transport_hub"", ""canonical_id"": ""HUB_SAIDAPET"", ""canonical_name"": ""Saidapet"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,CURATED_MINIMAL_PAIR,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_00293,HB_STATION_FACILITIES_46667,CG_FACIL_A11Y_EXT_008,facil_ext,facil_ext_en,PG_facil_ext_en,High Court mtro station car parking available,High Court metro station car parking available?,EN,en,Latn,CS0,N2,phonetic_transliteration_misspelling,GET_STATION_FACILITY,facilities,station_facilities,station_facilities,"{""origin"": ""METRO_HIGH_COURT""}","[{""surface"": ""High Court"", ""entity_type"": ""transport_stop"", ""canonical_id"": ""METRO_HIGH_COURT"", ""canonical_name"": ""High Court"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,CURATED_MINIMAL_PAIR,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_00294,HB_STATION_ACCESSIBILITY_42000,CG_FACIL_A11Y_EXT_008,a11y_ext,a11y_ext_hinglish_latn,PG_a11y_ext_hinglish_latn,High Court station wheelchair ramp aur tactile path available?,High Court station wheelchair ramp aur tactile path available?,HINGLISH_LATN,hi,Latn,CS3,N0,clean,GET_ACCESSIBILITY_INFO,accessibility,accessibility,station_accessibility,"{""origin"": ""METRO_HIGH_COURT""}","[{""surface"": ""High Court"", ""entity_type"": ""transport_stop"", ""canonical_id"": ""METRO_HIGH_COURT"", ""canonical_name"": ""High Court"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,CURATED_MINIMAL_PAIR,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_00295,HB_STATION_FACILITIES_02869,CG_FACIL_A11Y_EXT_009,facil_ext,facil_ext_en,PG_facil_ext_en,Washermenpet mtro station car parking available,Washermenpet metro station car parking available?,EN,en,Latn,CS0,N2,phonetic_transliteration_misspelling,GET_STATION_FACILITY,facilities,station_facilities,station_facilities,"{""origin"": ""HUB_WASHERMANPET""}","[{""surface"": ""Washermenpet"", ""entity_type"": ""transport_hub"", ""canonical_id"": ""HUB_WASHERMANPET"", ""canonical_name"": ""Washermanpet"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,CURATED_MINIMAL_PAIR,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_00296,HB_STATION_ACCESSIBILITY_48768,CG_FACIL_A11Y_EXT_009,a11y_ext,a11y_ext_hinglish_latn,PG_a11y_ext_hinglish_latn,Washermenpet station wheelchair ramp aur tactile path availbl,Washermenpet station wheelchair ramp aur tactile path available?,HINGLISH_LATN,hi,Latn,CS3,N2,phonetic_transliteration_misspelling,GET_ACCESSIBILITY_INFO,accessibility,accessibility,station_accessibility,"{""origin"": ""HUB_WASHERMANPET""}","[{""surface"": ""Washermenpet"", ""entity_type"": ""transport_hub"", ""canonical_id"": ""HUB_WASHERMANPET"", ""canonical_name"": ""Washermanpet"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,CURATED_MINIMAL_PAIR,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_00297,HB_STATION_FACILITIES_76734,CG_FACIL_A11Y_EXT_010,facil_ext,facil_ext_en,PG_facil_ext_en,Meenambakkam metro station car parking available?,Meenambakkam metro station car parking available?,EN,en,Latn,CS0,N0,clean,GET_STATION_FACILITY,facilities,station_facilities,station_facilities,"{""origin"": ""HUB_MEENAMBAKKAM""}","[{""surface"": ""Meenambakkam"", ""entity_type"": ""transport_hub"", ""canonical_id"": ""HUB_MEENAMBAKKAM"", ""canonical_name"": ""Meenambakkam"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,CURATED_MINIMAL_PAIR,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_00298,HB_STATION_ACCESSIBILITY_07059,CG_FACIL_A11Y_EXT_010,a11y_ext,a11y_ext_hinglish_latn,PG_a11y_ext_hinglish_latn,Meenambakkam station wheelchair ramp aur tactile path availbl,Meenambakkam station wheelchair ramp aur tactile path available?,HINGLISH_LATN,hi,Latn,CS3,N2,phonetic_transliteration_misspelling,GET_ACCESSIBILITY_INFO,accessibility,accessibility,station_accessibility,"{""origin"": ""HUB_MEENAMBAKKAM""}","[{""surface"": ""Meenambakkam"", ""entity_type"": ""transport_hub"", ""canonical_id"": ""HUB_MEENAMBAKKAM"", ""canonical_name"": ""Meenambakkam"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,CURATED_MINIMAL_PAIR,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_00095,HB_FARE_CALCULATION_09458,CG_FARE_TICKET_003,fare_cost_ask,fare_cost_ask_hinglish_latn,PG_fare_cost_ask_hinglish_latn,tambaram to broadway travel ka ticket cost kitna hai,Tambaram to Broadway travel ka ticket cost kitna hai?,HINGLISH_LATN,hi,Latn,CS3,N1,casing_and_punctuation_normalization,CALCULATE_FARE,fare,fare_query,fare_calculation,"{""origin"": ""HUB_TAMBARAM"", ""destination"": ""BUS_840""}","[{""surface"": ""Tambaram"", ""entity_type"": ""transport_hub"", ""canonical_id"": ""HUB_TAMBARAM"", ""canonical_name"": ""Tambaram"", ""operator"": ""SR"", ""mode"": ""suburban_rail"", ""role"": ""origin""}, {""surface"": ""Broadway"", ""entity_type"": ""transport_stop"", ""canonical_id"": ""BUS_840"", ""canonical_name"": ""Broadway"", ""operator"": ""MTC"", ""mode"": ""bus"", ""role"": ""destination""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,CURATED_MINIMAL_PAIR,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_00096,HB_TICKETING_AND_PASSES_11604,CG_FARE_TICKET_003,ticket_rules_card,ticket_rules_card_hinglish_latn,PG_ticket_rules_card_hinglish_latn,Tambaram se Broadway travel ke liye monthly pass valid hai kya?,Tambaram se Broadway travel ke liye monthly pass valid hai kya?,HINGLISH_LATN,hi,Latn,CS3,N0,clean,GET_TICKETING_POLICY,ticketing,ticketing_rules,ticketing_and_passes,"{""origin"": ""BUS_840""}","[{""surface"": ""Tambaram"", ""entity_type"": ""transport_hub"", ""canonical_id"": ""HUB_TAMBARAM"", ""canonical_name"": ""Tambaram"", ""operator"": ""SR"", ""mode"": ""suburban_rail"", ""role"": ""origin""}, {""surface"": ""Broadway"", ""entity_type"": ""transport_stop"", ""canonical_id"": ""BUS_840"", ""canonical_name"": ""Broadway"", ""operator"": ""MTC"", ""mode"": ""bus"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,CURATED_MINIMAL_PAIR,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_00103,HB_FARE_CALCULATION_19659,CG_FARE_TICKET_007,fare_cost_ask,fare_cost_ask_en,PG_fare_cost_ask_en,What is the single token fare betwin Siruseri IT Park and Adyar,What is the single token fare between Siruseri IT Park and Adyar?,EN,en,Latn,CS0,N2,phonetic_transliteration_misspelling,CALCULATE_FARE,fare,fare_query,fare_calculation,"{""origin"": ""BUS_2587520213""}","[{""surface"": ""Siruseri IT Park"", ""entity_type"": ""transport_stop"", ""canonical_id"": ""BUS_9966"", ""canonical_name"": ""Siruseri IT Park"", ""operator"": ""MTC"", ""mode"": ""bus"", ""role"": ""origin""}, {""surface"": ""Adyar"", ""entity_type"": ""transport_stop"", ""canonical_id"": ""BUS_2587520213"", ""canonical_name"": ""Adyar Depot"", ""operator"": ""MTC"", ""mode"": ""bus"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,CURATED_MINIMAL_PAIR,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_00104,HB_TICKETING_AND_PASSES_02101,CG_FARE_TICKET_007,ticket_rules_card,ticket_rules_card_en,PG_ticket_rules_card_en,Can I use Chennai metro smart card for discount on Siruseri IT Park to Adyar journey?,Can I use Chennai metro smart card for discount on Siruseri IT Park to Adyar journey?,EN,en,Latn,CS0,N0,clean,GET_TICKETING_POLICY,ticketing,ticketing_rules,ticketing_and_passes,"{""origin"": ""BUS_9966"", ""destination"": ""BUS_2587520213""}","[{""surface"": ""Siruseri IT Park"", ""entity_type"": ""transport_stop"", ""canonical_id"": ""BUS_9966"", ""canonical_name"": ""Siruseri IT Park"", ""operator"": ""MTC"", ""mode"": ""bus"", ""role"": ""origin""}, {""surface"": ""Adyar"", ""entity_type"": ""transport_stop"", ""canonical_id"": ""BUS_2587520213"", ""canonical_name"": ""Adyar Depot"", ""operator"": ""MTC"", ""mode"": ""bus"", ""role"": ""destination""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,CURATED_MINIMAL_PAIR,false,UNREVIEWED,GROUNDED_FACTUAL,,
GB1_00259,HB_FARE_CALCULATION_94750,CG_FARE_TICKET_EXT_001,fare_cost_ext,fare_cost_ext_hi_deva,PG_fare_cost_ext_hi_deva,सीएमबीटी से वडपलनी का किराया कितना लगेगा,सीएमबीटी से वडपलनी का किराया कितना लगेगा?,HI_DEVA,hi,Deva,CS0,N1,casing_and_punctuation_normalization,CALCULATE_FARE,fare,fare_query,fare_calculation,"{""origin"": ""HUB_VADAPALANI""}","[{""surface"": ""सीएमबीटी"", ""entity_type"": ""transport_hub"", ""canonical_id"": ""HUB_CMBT"", ""canonical_name"": ""CMBT"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""origin""}, {""surface"": ""वडपलनी"", ""entity_type"": ""transport_hub"", ""canonical_id"": ""HUB_VADAPALANI"", ""canonical_name"": ""Vadapalani"", ""operator"": ""CMRL"", ""mode"": ""metro"", ""role"": ""origin""}]",ANSWERABLE_NOW,none,False,[],grounded_template_instantiation,CURATED_MINIMAL_PAIR,false,UNREVIEWED,GROUNDED_FACTUAL,,
